split,filepath,filename,label,md5
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\8.wav,8.wav,scream,0ebbef796aa1485a5d71d815b0961655
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\80.wav,80.wav,scream,8f3fceba14202b841ff1c55875c504a8
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\81.wav,81.wav,scream,d8886457e6b97bd4c8e4e9f6bca97d06
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\82.wav,82.wav,scream,66e365334214c4397b9a6efa71885de5
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\83.wav,83.wav,scream,90611cff454e90021d6aaf500e48264d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\84.wav,84.wav,scream,dacbc223cd21f06f947364c398728520
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\85.wav,85.wav,scream,db12fc498401ba3e19a0218b9cce24e7
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\86.wav,86.wav,scream,2cf57910c15354ba90caa981729bd7ca
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\87.wav,87.wav,scream,b128bd91e5595aef27193a133c174a7b
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\88.wav,88.wav,scream,548114c8b4582f2c688b230ecd6b137b
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\89.wav,89.wav,scream,c403f9e2cae1c2b973f389e52e2165fd
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\9.wav,9.wav,scream,4d16b0c528878432b87bd3026e0a7b37
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\90.wav,90.wav,scream,b3dc6a55dd7aae2789a2e42ee1c5cd78
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\91.wav,91.wav,scream,63404600097d662989841a4c4d226942
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\92.wav,92.wav,scream,f60d310250a4b799e19b25a6ee2f7366
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\93.wav,93.wav,scream,175586284ea59bac6676f4957ce84806
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\94.wav,94.wav,scream,5db3fac75465fe368a494b1f64016406
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\95.wav,95.wav,scream,ba7f9961f24a6c6cfdd62c6d1d3fe4a6
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\96.wav,96.wav,scream,4d836e082a82abab57b50784efd80fa9
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\97.wav,97.wav,scream,b931e7e79aa581f255a64751ae7418fa
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\98.wav,98.wav,scream,220c45d1f490d022d24626f7db921e5c
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\cough\99.wav,99.wav,scream,0ab608f64c06c56d1690702a9cafe640
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\1.wav,1.wav,scream,e7f1554b77987d4d58585030d26c548f
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\10.wav,10.wav,scream,79473593c06421848ca35277473e7c1d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\100.wav,100.wav,scream,c6d07e4e0d5ed0aa517128a6329f49ed
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\11.wav,11.wav,scream,babc270f8438c58fdef3c3b2c2798f98
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\12.wav,12.wav,scream,21cd009e11395b843ee51670ee9b66bd
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\13.wav,13.wav,scream,d4b3fc825f7c015be62742c3ac4ebe9d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\14.wav,14.wav,scream,756bee79d9ba72bb45ed0c4f73a6178a
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\15.wav,15.wav,scream,3be7efea8e706b087b52980233e79f2d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\16.wav,16.wav,scream,c405722a3c70244c66191281b13dfd74
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\17.wav,17.wav,scream,406cb326083d96adec8e012f1e30515a
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\18.wav,18.wav,scream,7c477f241a51b348dd7cb35ac696f411
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\19.wav,19.wav,scream,0ab6579c5765c00d0dd21130612dbc4a
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\2.wav,2.wav,scream,5e0af99398884b2574f79db4732dd1e0
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\20.wav,20.wav,scream,763e1832217f1bb2a27fa6e9bbf0a840
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\21.wav,21.wav,scream,492152402aaadaadfbdacbe15929ce7b
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\22.wav,22.wav,scream,1be756a5b943bc19f0a20ac24f751a1c
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\23.wav,23.wav,scream,5adf3f3d0fe9f7c9cabad453249e75d7
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\24.wav,24.wav,scream,abb50d9587707b8a859d2b590a051902
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\25.wav,25.wav,scream,5dbb8d2541cf96a2481de4cca2f36295
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\26.wav,26.wav,scream,8558832aee4bc5423e9e900f2ff6d10d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\27.wav,27.wav,scream,3227a8704394bb3d32f6eebab0650410
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\28.wav,28.wav,scream,873c8f957faddeeaf1fdd777950920f4
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\29.wav,29.wav,scream,2fc8a0c95aae19caefbc209ced5e1f4e
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\3.wav,3.wav,scream,506e2ccffbeae7ffdc807b52e0b50c67
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\30.wav,30.wav,scream,7e1d4c0a011668aa8ff07d7c7efba50d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\31.wav,31.wav,scream,c45c0c97c00975a415946fa80508e8c0
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\32.wav,32.wav,scream,fcba93c4585df21135863576cb1601fc
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\33.wav,33.wav,scream,ad02ee4d850aa6ce3fea901a2606bbf0
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\34.wav,34.wav,scream,5f3c7dd65a32bd278c14cecac3e8e76d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\35.wav,35.wav,scream,bb177a4f4ec0cb66872e9683b3b4b90d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\36.wav,36.wav,scream,65a14b4573ba08ea6a2bdf4d29118622
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\37.wav,37.wav,scream,8226e5a9ef04bfd97b28e9903ff6baee
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\38.wav,38.wav,scream,80ce2e06cc2edc0ef29de9da6689836a
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\39.wav,39.wav,scream,44b36f58134481f9b04940ef1a14f690
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\4.wav,4.wav,scream,3d123cd43c4a4885277dd967cb0a3d4d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\40.wav,40.wav,scream,3f2149052c4f98cc612c520588bc8f78
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\41.wav,41.wav,scream,7d1b449d4ef25a9f0f01bfc9adb5e84a
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\42.wav,42.wav,scream,dda4f16f9379325f0972c304baae7b7e
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\43.wav,43.wav,scream,bb9d3acd7e52b8acf83474a3e03f6ff7
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\44.wav,44.wav,scream,4f7abcd94cf1aaa26cb5f8ce5d73f1e8
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\45.wav,45.wav,scream,a83565019031a6817fccf17a66ccd13e
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\46.wav,46.wav,scream,bfb4740d3ad6221faedd7bf9f0f98784
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\47.wav,47.wav,scream,b11b8b4b2c483870fb9a59090fd54276
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\48.wav,48.wav,scream,edc925a22bbd1a43376e703976509a98
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\49.wav,49.wav,scream,d9825535ead1bf52aae02f17bc7b8bff
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\5.wav,5.wav,scream,85a0830d6e3cf07a1996203f2daf52eb
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\50.wav,50.wav,scream,743e9c22ef5eefc7a91b112124f58a0c
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\51.wav,51.wav,scream,7e21119f5451767f28b118451b05b2ef
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\52.wav,52.wav,scream,c90a53d626e52bd18c1ca4c1f58f890d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\53.wav,53.wav,scream,84cae27afdd9087f74b6efd56b67871e
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\54.wav,54.wav,scream,54bcaae2be5db7ced85c14d598f62f53
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\55.wav,55.wav,scream,f8d53fe79cf4e4660cc2c4d16348aa22
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\56.wav,56.wav,scream,f6d19fef81d595d1b66e047033248b23
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\57.wav,57.wav,scream,cffa2358c925f81f2250c5264b8b9cc3
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\58.wav,58.wav,scream,6689c3065ecf1430c68bb8b532003103
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\59.wav,59.wav,scream,da6e44ebe2e38a9b31b739dba95656e1
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\6.wav,6.wav,scream,f6cdd1cd0bba96c5c6041e1dd663479a
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\60.wav,60.wav,scream,6d13d4f4daee0291a07706c32c6ee7fd
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\61.wav,61.wav,scream,aef62b04c4e7a2b2323782d29fed8ef6
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\62.wav,62.wav,scream,5cc4e7802472be0e9db18473b543b962
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\63.wav,63.wav,scream,b2b158c3cd006c7497f4e4f4eaf6e9a8
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\64.wav,64.wav,scream,3d48c4c2ea09865f5b3fc8803cbdd557
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\65.wav,65.wav,scream,6bea93dff323b1023ce54405547059a2
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\66.wav,66.wav,scream,fbb494874c5a41e2697022d0bad81720
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\67.wav,67.wav,scream,79c95d73be9dffa8b560ba53f40dce26
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\68.wav,68.wav,scream,a3a2b4bbad804bbfe45aca3cfdb42307
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\69.wav,69.wav,scream,b50db00978b8869413b872dc7a894787
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\7.wav,7.wav,scream,d1af1a195c5b47b0acfc077d632b51cc
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\70.wav,70.wav,scream,6842decf246e9a2f4faaba173a0f1090
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\71.wav,71.wav,scream,ff53dd3868830ccdeaa88c8efcfca138
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\72.wav,72.wav,scream,e7e54edced05234914621a2740fc5b1d
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\73.wav,73.wav,scream,6bc46bb787cbcfb666fe36a271ba07d5
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\74.wav,74.wav,scream,16d34fef0d4fde8fae8b4bb8cca556de
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\75.wav,75.wav,scream,4b2230b9c74f5b491633edf2d9aed6cb
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\76.wav,76.wav,scream,95ae8ef562684feb5ac6b69423ef1bc5
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\77.wav,77.wav,scream,c1696983bbd487e40e39a78ce42b09c2
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\78.wav,78.wav,scream,0c927b6065c78e5184c87b8df78fb473
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\79.wav,79.wav,scream,c80c194cac6daae74ace6db7bf96cb8b
train,C:\py\pigsound\pig-sound-classification\data\raw\scream_cough_small\trainingdata\screams\8.wav,8.wav,scream,019576cb26f2ef1a5d56cfc99cbb6a48
