fold,clean_md5,noise_environment,noise_repeat,offset_key_version,seeds,ok,noise_draw_id_unique_count,noise_draw_id,noise_offset_unique_count,noise_offset,noise_sha256_unique_count,noise_sha256,selected_channel_unique_count,selected_channel,global_noise_seed_unique_count,global_noise_seed
0,07cbbc074a5616ad1173d36f2d5a9c57,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,92b88aae4eecbf693979f2485c04874bb580be8c9fc086b6bc071388d533654f,1,9389488.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,07cbbc074a5616ad1173d36f2d5a9c57,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,8374ac34e5231329eff2dbace5111faafaa883e61de40c4feee8cba4276b8756,1,6258882.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,08169455610f31ed96247239437ecadf,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,53f60a4aba2373703d1c2b58aedf4fcf033f7606b4346712ce32bd37727c2e1a,1,9457129.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,08169455610f31ed96247239437ecadf,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,2fc01c0a224e013a164ca1a6fa1a311b5a0f5234106e04748e4e91aa8da5d7ac,1,5336403.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,08169455610f31ed96247239437ecadf,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,b1e6d10a8415e7a22e9f5c791502a4f4c812fed81d79e000fb46186f3892cc59,1,1221377.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,08dbebe86b17e15870a88fc0edc1fd56,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,1e518b91f515cf44d19a926f824d9177e41744ab6376bb6c94dc3d9c4adc1893,1,7852211.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,08dbebe86b17e15870a88fc0edc1fd56,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,45a41087cc08b2278df42dec10b9243b81039892f3048438ff28ef8cea0e2683,1,3448438.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,08dbebe86b17e15870a88fc0edc1fd56,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,3272f6f4cbe6766387939c0c6d6275f0b05cfb0c5b04f3e0052cb06320c1bb0e,1,8035607.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,09b3ffe59b3de4c1fad3e875d3de4e0d,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,6aa07f693f58167db6d637125f56530691a2aed08f7edea1859a70b6dd60f609,1,2796003.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,09b3ffe59b3de4c1fad3e875d3de4e0d,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,660eba12dbdab4ee262eee576c0a27a2fa4dbb8d448fd0d6fe2bcd21b96c690d,1,803447.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,09b3ffe59b3de4c1fad3e875d3de4e0d,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,68eb2a014a865de93e4cbded190abd92c400c573e16bf91675d10178fd2cc1b4,1,8261212.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,0dd24b3ee3931c0516f250d0fb57dc2a,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,1ec4bcca7b97fe6887cb2dcf974efddc8c0aedffd7c01e1742bd25b76beddad0,1,8184480.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,0dd24b3ee3931c0516f250d0fb57dc2a,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,b7bdd76cb78acbf61cc6cebad2b52429ad2ab0b1a9bf8c066a1fe203c461c80b,1,3719813.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,0dd24b3ee3931c0516f250d0fb57dc2a,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,320a1b18d8a330c33fc38d2aa3410e4936dfe0fc21a6917dafe7cf11894eb855,1,4237437.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,11d045bea6c3d64015b13638a7d53109,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,ea777ab835c4b5a17ec15f43b8a3c5e9672eb6ee1d984dce414b94c6c3314730,1,4460328.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,11d045bea6c3d64015b13638a7d53109,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,1bda7391782befae9041759165261488ab11a247ed8c5b91ff8f710a4a6ec9b9,1,6081687.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,11d045bea6c3d64015b13638a7d53109,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,a04c51b4bca96eae681ac44172c40beff8863aedc9874789d27921a815b35dca,1,4864407.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,12f71686d1214f4a37e7f533b384ea35,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,920626b4706aefb5247bc973064e7bd98fbe38c04035d5cd259b8cd751dd29d4,1,9080851.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,12f71686d1214f4a37e7f533b384ea35,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,0c9860a57653e6983cb12d00f17ab695b12e0bf4b822792f124ad75d797ba159,1,2711298.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,12f71686d1214f4a37e7f533b384ea35,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,fab6239e12281c4665f82023a6ca64d63a4f7dfd944886bb43668594c8fa371a,1,2256558.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,14cfa356c56f5fb97ab95f6e8f359b80,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,25b517fc136bb001d3743d19616be86eaae10dd71f52dfadf5652a4e19fec532,1,621333.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,14cfa356c56f5fb97ab95f6e8f359b80,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,8a400cf95472e915b99815f906333c8bd97b320e60c32df4fef99d49da67fadb,1,3399054.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,14cfa356c56f5fb97ab95f6e8f359b80,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,a9592b6c3f131b9859160e35881a2bed1b703908e50a0d055aa725b3b664e27c,1,1697628.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,14e3565af5b36ce69c196167511c0621,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,10c9a09a118018ffc681c29ecc6650e6bf8a2cc0b4960c3321dbe6addc86bd8e,1,6729423.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,14e3565af5b36ce69c196167511c0621,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,05e2b4b73fb1bf1b4ecad6456fa81c5972b0f5e5edff0a89aa739fe60f8c569f,1,2646951.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,14e3565af5b36ce69c196167511c0621,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,34ccb670ea3d30de394356d720264ae69fb54222cd6d37e679d92e6fdaf47e41,1,4162022.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,15736b80e0e4f5e334117af31330abe5,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,a43cf73c96e996eab057fa5b07b2a7ab8820518808d90b566dc3979884244023,1,1328461.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,15736b80e0e4f5e334117af31330abe5,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,3bfaefd44b41ce8b003763f67b7b2cb5312e17bb35ab8c1c4a9e8effb996d650,1,244960.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,15736b80e0e4f5e334117af31330abe5,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,ba8cd8b2cc54e9141b58d54f9adf3b6795aa3359d53a5d74fb1e16f63a07b2ce,1,3301889.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,18b5dc855acc6b3ee7d7d2daae3afaa4,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,0580f98f945de5cedbb7c0f3d92781976ddb63dfa704531e24ffecd8ea090ea2,1,5503418.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,18b5dc855acc6b3ee7d7d2daae3afaa4,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,36a1d745ceedbf45f092c349f7d9afdd5e3d06fed321edbae878ed8a0a6cb785,1,6904010.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,18b5dc855acc6b3ee7d7d2daae3afaa4,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,2eafe6fb1a158aa0aaf31e23e01cb91233450e453918088f1e014cca387179ae,1,7062242.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,194745edca2b4ea2108f74e6798de76b,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,86f87d6fd8b3c2132b2f7eee466761eb1370c1ae25ec8c642de3ef83871df68f,1,1174677.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,194745edca2b4ea2108f74e6798de76b,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,f8e76aa220e822b70e507c69a4fa56dbc7960ef32cf4f5014b6074738adbd775,1,8331630.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,194745edca2b4ea2108f74e6798de76b,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,2cb6f4007dbd8ecf7387a059e23c2ecb1152b3bc2d468f8638f85d7329fa2885,1,5131845.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,1d8dba5e198d447b4483b7ae2ad71b2f,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,41cf12af641735c3f3a3497f49c30d6ea2215fd450ca670ff77a76ba1c5a260a,1,4541548.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,1d8dba5e198d447b4483b7ae2ad71b2f,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,7bec45dbb8ce034b3ff2680131d410be28927e67262e4d5a8f50b948b7a3e3b9,1,3873417.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,1d8dba5e198d447b4483b7ae2ad71b2f,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,b8e40ae2cefeefe0ad35907473839a840dd79030e62907f4c97941b928d9a28f,1,3954962.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,1e6abaca4ee7e6ae5e9ddcd4c3bc70ee,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,1734130776101b3f6ac8349546d6f3400c6a0b0f9995ed66c12300cbce110cd5,1,5428330.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,1e6abaca4ee7e6ae5e9ddcd4c3bc70ee,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,d585f494bd2e3d3ac71c219f4b996f6096ed1c408717ed6428f449b55341542c,1,8443585.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,1e6abaca4ee7e6ae5e9ddcd4c3bc70ee,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,b1ea72bc1117d0ee38aa0d62f5903990b0e698a6d5636ced62687fb3c096c0d8,1,8625301.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,22f617734eec4c14399d7edd05952a94,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,c0718735ca1d93e89e2bda84df7aef0776d06205176219a919e7b71fbb5bd051,1,7217664.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,22f617734eec4c14399d7edd05952a94,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,2eeb08dec6379b0d04d0daa90cc41a0f0601a2c820a29c5a90be826a794303ac,1,6217076.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,22f617734eec4c14399d7edd05952a94,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,56449553fe25ba7f898359a5e3bb67e108390766b37fa65e4ffbba111f155ed5,1,9002220.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,231dcdc74cf41f59690ae1408467d2ee,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,3c1a59725c7fe41e03adf0317ad7ec4658bcdfe871320ea1e0172278cc211fd9,1,2260651.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,231dcdc74cf41f59690ae1408467d2ee,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,75bb5e5edb616f6fd9f726a6fe1d21ffb38817efd62cfb8d6d400bf8fb1d0171,1,990632.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,231dcdc74cf41f59690ae1408467d2ee,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,878ce46a6b828bb097b893cd830b20eb98ea0d2911bd776471d147c80853ef3c,1,4860409.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,2425faf6d72ec8f1cfb27af49a442721,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,97c4a4a61492d9eb1f738b813c072ff6497644e3dbe48e577451fbdb5a9db3ab,1,9270200.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,2425faf6d72ec8f1cfb27af49a442721,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,2c4a27d7cd19ea9802e27f9082257131dd01bb561a22d8eef4d910cca9bf4c42,1,664491.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,2425faf6d72ec8f1cfb27af49a442721,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,ef4af7593c5ecef22fd63a6d03c59a40cfc55576b3a422fd1f6ca36900daea46,1,8397932.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,24488fa53abe2228b8830f93c083ba5d,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,fe65a20c322953c7053a62d379dfd881ea5675b8ad57d6ce306c6f5fd438dc00,1,8831621.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,24488fa53abe2228b8830f93c083ba5d,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,d9064359c53e85ba576507891a0d187f21ef773a0b25c833a782e4fc5416f035,1,4910955.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,24488fa53abe2228b8830f93c083ba5d,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,5f275a1c994a2caffd4c3b321d68f7d26810b7227faf0cb8d95ff97685d24bbf,1,4073148.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,247d290a4193c3f911ea011db4d5a19f,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,2ae20b5c634e8de3427fef862ed303c65e07b803009cedaf4aff1910b2efb536,1,9510462.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,247d290a4193c3f911ea011db4d5a19f,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,33c48120b119db788b3ae6e53f3bffdc964d1ff4b6494d61c3252c81610bcfad,1,3442111.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,247d290a4193c3f911ea011db4d5a19f,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,3aee935bdef619b62725de4931bef6c2cec089745c4dd7c302420d25af5a28e8,1,3724029.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,2896dd842b3141f1521d6e69312d7362,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,5423305748300e732e01217d130959d5eb6ad19619d3ff69d39221a9f3752199,1,7832997.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,2896dd842b3141f1521d6e69312d7362,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,f26f877ac02566aee66224736d067e79ca058ebfba782cff46f8a5ae24844daf,1,8112204.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,2896dd842b3141f1521d6e69312d7362,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,91ff943aa591727e324e155a5f7b79e549450f02a837dfe45a3a8418bf26d4d6,1,6055264.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,293a15b43b9611cb2e3eba6d3f5372cc,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,2f7a7531c1d123eb5a59bf367a66cecc3e97fa94a78f21206a4bf5b13be51a69,1,5529213.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,293a15b43b9611cb2e3eba6d3f5372cc,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,6764732492c240d8a70c42eaa2877970e267706f38dae4b58f70324762e26981,1,6124783.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,293a15b43b9611cb2e3eba6d3f5372cc,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,5b845dcbc61c7516530de05cf8e3744b10aeeadee9f5d4f510eededcff15bfae,1,6271304.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,2a6f1b93023cf43370fb4ddc4a25c557,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,ed14c0129a98e2df5ffc8949e68388c774a203cce2e75684da3d80b909a3a5f4,1,8252510.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
0,2a6f1b93023cf43370fb4ddc4a25c557,STRAFFIC,0,demand_noise_offset_v2,42|2024|3407,True,1,23a5a382d65e0ef4fbb3333171a7210cdb71c4a85c20994b2b50cde34cca371a,1,3330780.0,1,5cd76b6a746746009de5d2b3e6955a3facbb7d1f9e5ba3450140372694dc33f1,1,1.0,1,3407.0
0,2a6f1b93023cf43370fb4ddc4a25c557,TBUS,0,demand_noise_offset_v2,42|2024|3407,True,1,9f057f5d63a743ef914060aa72668e3de806d4a8ad5845e0618675adfa6d08b6,1,3016547.0,1,4c24b6789b7a96fa5500d0a785093324ffbbb01a772914cef9483762a2d8c34f,1,1.0,1,3407.0
0,2d25df36b23419dad4eac8cb0c26741b,DWASHING,0,demand_noise_offset_v2,42|2024|3407,True,1,d0df9adf2c3a1a0e416a99e6306171c9e4ea37d7d88e895cc9916d6f74501a77,1,7721536.0,1,ff033b73096b456e83fa0fbf21625a80fcbb24af6c3c1bfe9aa94587ca64f394,1,1.0,1,3407.0
