fold,seed,clean_path,clean_md5,original_valid_samples,noise_dataset,noise_environment,noise_file,noise_sha256,selected_channel,target_snr_db,simulated_noise,noise_protocol,real_farm_external_validation,noise_offset,noise_seed,clean_active_rms,noise_active_rms_before_gain,gain,achieved_active_snr_db,achieved_full_window_snr_db,peak_before_scale,final_global_scale,clipping_detected,valid_start
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1691-3.wav,ff6ed75be70451ec0c28fb565f81cd54,63988,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,4046.300537109375,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_04314.wav,14cfa356c56f5fb97ab95f6e8f359b80,20001,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2135905623435974,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_17215.wav,7de8d3e02d0b1fe49ade87fb918a2119,13536,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1.0399411916732788,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_08205.wav,6704c14d5e967fb2463c9162bfcd787d,22977,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.5633849501609802,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/372-1.wav,a51ab823a33ac9f98b57ddd7d4c7dbac,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2067.302490234375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/234-0.wav,60811846bec973804cf5cb64ea03726f,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16471.9453125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1358-3.wav,2d25df36b23419dad4eac8cb0c26741b,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2195.74072265625,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_04310.wav,f720b0ab06424dff180f34747009278e,12000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2180570513010025,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1628-3.wav,b4bafd8c58512f0cbd5d3fc95eff2e5e,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,6998.67919921875,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_10991.wav,fed26a33f0b741bc95bbf8e3ae6cdaa1,10016,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.5774927139282227,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1697-3.wav,07cbbc074a5616ad1173d36f2d5a9c57,63996,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2518.385498046875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/407-1.wav,194745edca2b4ea2108f74e6798de76b,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,4872.2001953125,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_00976.wav,482167f50b0581254cf3db0cbf02e6d8,10113,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.27336812019348145,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/198-0.wav,d6f78c29d16485f14e15c559ba612000,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,15578.8984375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1471-3.wav,ed129f6416e1cbbabfb2990dc4759456,63998,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,20318.4765625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1694-3.wav,4cadeb71267741745df4bb50bad5fc80,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,5109.95556640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/142-0.wav,c549a91a9505158b9f6442db3dcff4e4,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,14880.4970703125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1437-3.wav,9dcd542137ab5deb241d9b7b2ed7c5c9,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,23419.4140625,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_14437.wav,12f71686d1214f4a37e7f533b384ea35,17280,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2975033223628998,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1561-3.wav,5fb81c5b843c88128bdd4a3474a270e3,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,5254.4814453125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/146-0.wav,e555283d4dcff3cbe68b58ea6baa9321,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,15680.0078125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/385-1.wav,9fe1b1d16ab7b011126eec1b974d15be,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,5582.3828125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/347-1.wav,025adb61783547ff9a35c44600e53f23,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,3992.430419921875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/220-0.wav,3a8f7f2ee112f7bb25ecfbfa9daf8e5a,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,18083.306640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/326-1.wav,68271e05998f6bb287503513fa9477b1,63986,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,12838.7275390625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/362-1.wav,b3e4cd2d5cf837b812811f490fed3fb1,63995,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,5515.80859375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1272-3.wav,ff6f943b9956c3adcddfef8911c4d1af,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2748.799560546875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/934-2.wav,c1bbeae49e86333d4bd2c70e7d1857ff,63988,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2248.4326171875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/417-1.wav,8f86c8ddfdba8a759f93ddcddf3c6ca4,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,5118.46044921875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/668-2.wav,cf12385bb9ae5881f1be95db8e682af9,63996,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1245.7418212890625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/151-0.wav,af2dea9baecdb955b1cd31003d1067a8,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,9510.4638671875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1777-3.wav,8c25af4b7b10e82ca566df1c08e21410,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2211.2724609375,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_07806.wav,c3a126a94bddfdd955e8fad5c1655596,21088,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1.001934289932251,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/288-1.wav,afb9ba311c29eb6543ac849e5b6bf4ec,63984,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,6971.17236328125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/0-0.wav,375a9f28f51a47761e2685a85bf05fd5,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,14712.0322265625,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_11727.wav,fc93924539d8087a01f3402a5a8c7d0b,12000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2194679081439972,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_17197.wav,a81227276c0cb075353c856ae7e0af41,11456,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.8666090369224548,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/431-1.wav,91ae5382a6836df66540a8ba89013364,63754,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,11762.62890625,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_01313.wav,a01b0c33cc7f711409675f20113a2224,15040,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.22092776000499725,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/193-0.wav,ca1ead94c16e1fb25c9557ecd7dcc551,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,15852.361328125,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_10313.wav,c13956b428478c5dd0c3458c16330570,14016,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1.00142240524292,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/312-1.wav,293a15b43b9611cb2e3eba6d3f5372cc,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,10654.9375,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_11302.wav,3500df8d4dde9d30a7e33288debf2b46,14017,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.3093765676021576,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/1063-2.wav,a7e2073c043365484b8a8e53a336da67,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1680.82080078125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1422-3.wav,01f9891a3e4465b442eb23655620dc44,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1920.6307373046875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/182-0.wav,5ec24f69341475ee529256c8a2d68016,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16477.380859375,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_09239.wav,2f9ff30122974c3c0529764de066c3c9,19360,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.5601773858070374,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_17672.wav,f15a33f36baf2b8e736629781a6abc75,13920,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2782400846481323,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1297-3.wav,15736b80e0e4f5e334117af31330abe5,63991,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1396.0421142578125,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_00790.wav,be383be0d5e164640f96e7b8c086be90,13184,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2691790759563446,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/444-1.wav,6e8f71772e6578a1413f49c0b64622ef,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,15799.1376953125,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_08082.wav,d30dcaf230f9e2a911e1947f21cca67c,16928,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.4754486382007599,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_02327.wav,f671afbd25fd76072e59a1ea9a30ef8f,13536,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.1432439088821411,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/66-0.wav,9a1f2c7d433b216204177eeaf261b0b5,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16180.6826171875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/46-0.wav,937e8cf48f631aa7ec7153f60ad2f192,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,14386.181640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/492-1.wav,b998236fc8e1bd90177833e700992ddb,63988,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2572.28662109375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/13-0.wav,1e6abaca4ee7e6ae5e9ddcd4c3bc70ee,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,19228.998046875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/1096-2.wav,9ea43ffa0a9fefd061e5e02543126bec,63990,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2541.752685546875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/355-1.wav,92852d0b9cb15d83bc32ce24b43cd421,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,6411.912109375,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_14835.wav,2a6f1b93023cf43370fb4ddc4a25c557,18272,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.3464994430541992,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/480-1.wav,314c5b727c3e60e13838edeb09727eb6,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,4462.7919921875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/475-1.wav,fff1ba8bfd4f7a2c0c937a21d2533e26,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2245.96875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/343-1.wav,04444d7ef6c62b6da94486d0aced7cd9,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,11330.2607421875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/389-1.wav,43ae73622c7a2432d7d3632134dda63a,63990,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,13154.4384765625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/427-1.wav,fb79ad436b991a7f85596c6e029a1a41,63986,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,4417.48046875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1334-3.wav,11d045bea6c3d64015b13638a7d53109,63997,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,20692.638671875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1383-3.wav,b3b31954241bce03f5720874592aee72,63992,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,6756.49755859375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/571-2.wav,08169455610f31ed96247239437ecadf,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,828.77197265625,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_06751.wav,1d8dba5e198d447b4483b7ae2ad71b2f,10976,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.31062185764312744,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/133-0.wav,4d295214452277e46a9aa9d386bf4466,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16673.1015625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/134-0.wav,f5e6656b16432a15c846dda524aab2f7,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16918.720703125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1682-3.wav,22f617734eec4c14399d7edd05952a94,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,21979.330078125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1376-3.wav,7955ec6fe3a43547095c229605227135,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,3225.741943359375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1494-3.wav,c96e034455453c8a80062c77d5b0ffd8,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,22761.28515625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/163-0.wav,5695337a3756b87cd039848c7ee34d5d,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16299.9375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/200-0.wav,9f56e233d86a50f8c07037764ffc404c,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,17578.76953125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/181-0.wav,66d65c98af61f5b9edb344b18a179881,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,14779.9169921875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/489-1.wav,cc82b9acc5ec838472efea0356add029,63988,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1374.9091796875,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_17231.wav,414bbf0cced84b1b83253974ff72e055,20064,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.8539214730262756,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/406-1.wav,bf2cba2c96bb0cc4a444e2aed3985121,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,3723.645751953125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/255-0.wav,7fe4de8d725fb04b3437a3a1c91ff7ab,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,15492.3955078125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1359-3.wav,18b5dc855acc6b3ee7d7d2daae3afaa4,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,6329.806640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/298-1.wav,a386793de4da5cae07e7e1b426e07f80,63997,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,3071.224853515625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/1038-2.wav,eea3389ab552c4f66b61093bf5aacc49,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,6817.01806640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/148-0.wav,00e146b24fd459e3f6e2e9469eebe4c4,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,10460.306640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/31-0.wav,ad1b03b3649c921981340ffcfafbe1d5,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,22159.416015625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/469-1.wav,96f4365be7925a63b199ce1f0e094270,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,10116.9638671875,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_02305.wav,802c3c06a9ed989a83e4990344122a04,15457,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2909994125366211,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/486-1.wav,faa7678cb4332273bf2df704079aa496,63997,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,3860.96533203125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/399-1.wav,48cf353f7ec7b595326862ac160f0ad7,63998,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,8345.8740234375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/324-1.wav,247d290a4193c3f911ea011db4d5a19f,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,12867.0908203125,1.0,False,
0,3407,data/external/korea_raw/abdominal_cough/train_abdominal_13649.wav,758a24dd5518a227c1e5ba1f0ff3dcb4,19137,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.34454309940338135,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/809-2.wav,60adaca724f5caf2590a8cfb28d41e6d,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,842.0465087890625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/471-1.wav,52da60c3cf75c529daf2db0df0c762b2,63985,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,4668.345703125,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_13855.wav,92a4b6e7ce690c211166c2967b9d3651,18016,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.350124716758728,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/246-0.wav,af2331ab38f97aa237f515945a5359e8,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16374.0234375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/304-1.wav,c9e37a52d69aa372d3ae6b95468b7620,63988,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,3169.325927734375,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_12111.wav,f59c8ec794987b22feab4606c5b457ec,12001,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.16002912819385529,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1452-3.wav,863eeac0b9ddb7b6f0040a6c94e9fb0e,63995,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,13323.076171875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/393-1.wav,d020a377f975c05272b8d05b57521990,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,5087.68505859375,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/91-0.wav,cee17336c428ff1a2871511627e221ac,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,17912.16015625,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_08236.wav,a7ab543a182c83c4cf8ec72231ba0af2,17184,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.4377416670322418,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/462-1.wav,bf71b3916b50f93bb618bec575df25d0,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2426.070556640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/531-2.wav,439e489d68e585b0f865ab720f41e65a,63608,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2352.5126953125,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_12259.wav,0dd24b3ee3931c0516f250d0fb57dc2a,13985,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.2411201000213623,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/334-1.wav,6d4e3f890abd1b39675ab539c08999df,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,9327.1259765625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/1031-2.wav,52f370f2037764cd024cc8ac3620035d,63997,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2757.1474609375,1.0,False,
0,3407,data/external/korea_raw/dry_cough/train_dry_05498.wav,476f1f61fe985f0e105b631f547552aa,11777,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,0.15996482968330383,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/69-0.wav,5e6972bc79d14fbb0e7d8c9fc5171b8e,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,16094.8017578125,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/feeding/365-1.wav,e7f7f9645f68e7861c6960646038694b,63998,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,2049.74853515625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/calm_grunt/127-0.wav,c0b1e9c399e2fcb85350d6e1a522b9c7,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,7138.681640625,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/frightened_stress/649-2.wav,a79a4d5ca276050cd921a9a53451c118,64000,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,1754.7567138671875,1.0,False,
0,3407,data/raw/sow_call_dataset_labeled/anxious_stress/1429-3.wav,08dbebe86b17e15870a88fc0edc1fd56,63997,,clean,,,,clean,False,zero_shot_frozen,False,,,,,,,,6948.71044921875,1.0,False,
