filepath,label
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-28-30_177_t0000289000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-15-56_094_t0000047000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-28-13_427_t0000077000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000234000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-39-57_569_t0000234000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000189000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-46-14_713_t0000228000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-39-57_569_t0000135000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000061000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-46-10_875_t0000072000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_14-40-47_610_t0000214000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-46-31_261_t0000064000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_07-04-16_154_t0000146000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_08-04-19_788_t0000027000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-46-10_875_t0000152000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000112000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_11-34-34_656_t0000115000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-10-20_310_t0000045000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-46-31_261_t0000121000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000347000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-22-13_072_t0000352000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-34-01_104_t0000113000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-10-08_068_t0000135000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000120000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-22-29_769_t0000080000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-58-15_681_t0000112000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-10-20_310_t0000016000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-52-11_272_t0000050000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-39-57_569_t0000310000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-52-02_333_t0000009000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_07-04-16_154_t0000131000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000024000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-10-37_151_t0000105000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-16-29_272_t0000073000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_03-52-02_333_t0000235000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000271000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_08-22-21_043_t0000339000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-34-30_545_t0000236000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-39-57_569_t0000112000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000157000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-28-38_125_t0000092000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_07-04-16_154_t0000305000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-16-29_272_t0000125000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_14-40-47_610_t0000035000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-16-12_660_t0000212000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000323000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_11-22-33_630_t0000186000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000114000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000277000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_07-58-19_477_t0000357000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-39-49_327_t0000216000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-39-57_569_t0000233000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000015000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_08-04-19_788_t0000347000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000145000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_07-46-18_740_t0000164000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-22-00_565_t0000183000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-10-37_151_t0000095000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-33-57_095_t0000106000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-10-28_848_t0000054000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_11-16-33_282_t0000267000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-22-09_088_t0000158000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-10-08_068_t0000208000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_04-16-04_352_t0000303000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-40-01_553_t0000112000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000007000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-22-09_088_t0000253000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-16-25_023_t0000033000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_03-52-02_333_t0000234000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-46-10_875_t0000151000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-16-25_023_t0000326000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-46-31_261_t0000081000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-46-31_261_t0000123000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-34-30_545_t0000268000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-16-08_565_t0000213000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000305000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-28-13_427_t0000294000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000062000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-16-20_635_t0000266000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-21-48_316_t0000005000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-34-10_160_t0000174000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000045000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000097000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_04-16-04_352_t0000090000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-46-31_261_t0000136000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-58-32_034_t0000264000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_04-34-05_333_t0000186000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-40-01_553_t0000200000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-51-58_296_t0000293000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_03-22-00_565_t0000322000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_08-04-19_788_t0000003000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000105000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-39-49_327_t0000297000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-27-56_846_t0000026000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_08-04-19_788_t0000043000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_03-22-00_565_t0000324000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_14-40-47_610_t0000114000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-15-56_094_t0000168000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_08-22-21_043_t0000009000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-28-13_427_t0000303000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000247000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-58-11_488_t0000116000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_04-34-05_333_t0000078000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_04-34-05_333_t0000076000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-04-36_656_t0000256000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_07-04-16_154_t0000142000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000265000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000310000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-16-25_023_t0000073000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_01-33-53_320_t0000010000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-46-31_261_t0000223000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_03-22-00_565_t0000341000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_01-33-53_320_t0000007000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-15-56_094_t0000319000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000021000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-21-48_316_t0000114000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-16-00_102_t0000041000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_01-57-54_862_t0000268000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_13-34-42_899_t0000298000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-51-58_296_t0000229000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-39-49_327_t0000350000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000292000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_04-34-05_333_t0000049000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000312000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000164000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-40-01_553_t0000037000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-10-08_068_t0000018000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000265000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-16-00_102_t0000217000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_04-34-05_333_t0000118000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_14-52-48_424_t0000046000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_04-10-03_850_t0000354000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_04-40-05_833_t0000067000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-52-02_333_t0000265000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000138000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000325000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-22-37_726_t0000254000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-34-10_160_t0000106000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-10-28_848_t0000074000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-21-48_316_t0000212000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-40-22_263_t0000195000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-46-14_713_t0000165000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-22-25_390_t0000075000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_14-34-47_375_t0000326000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-22-29_769_t0000071000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-58-23_679_t0000296000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_01-33-53_320_t0000336000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-58-15_681_t0000188000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-27-56_846_t0000320000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-58-11_488_t0000358000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-22-37_726_t0000021000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000056000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000191000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-04-24_156_t0000088000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-28-30_177_t0000127000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_04-40-05_833_t0000225000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000237000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-16-25_023_t0000314000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_04-16-04_352_t0000287000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_03-40-01_553_t0000175000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-28-38_125_t0000067000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-28-30_177_t0000123000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_01-33-53_320_t0000261000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-15-56_094_t0000101000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-22-09_088_t0000055000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-28-13_427_t0000298000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-39-49_327_t0000120000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-10-20_310_t0000015000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-58-15_681_t0000226000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_14-40-47_610_t0000217000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-10-28_848_t0000306000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-21-56_604_t0000309000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_01-57-54_862_t0000313000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000353000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-15-56_094_t0000314000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000310000.wav,cough
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-16-12_660_t0000191000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-34-01_104_t0000021000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000164000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-51-58_296_t0000241000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-10-24_673_t0000314000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_14-22-46_399_t0000196000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-16-12_660_t0000171000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-15-56_094_t0000186000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000306000.wav,cough
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000052000.wav,other
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-39-49_327_t0000138000.wav,other
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_00-39-49_327_t0000156000.wav,cough
