filepath,label,source,source_id
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank008__p0.964__313.30-316.20.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank011__p0.959__136.10-138.40.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank012__p0.954__183.30-185.10.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank013__p0.950__315.10-317.60.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank018__p0.931__161.00-162.70.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-21-52_571__rank007__p0.933__48.00-50.10.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-21-52_571
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-21-52_571__rank008__p0.922__52.90-54.70.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-21-52_571
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-21-52_571__rank015__p0.895__301.50-303.20.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-21-52_571
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-21-52_571__rank020__p0.851__34.10-36.00.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-21-52_571
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-39-53_821__rank003__p0.914__166.00-168.40.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-39-53_821
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-39-53_821__rank004__p0.895__326.90-328.60.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-39-53_821
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-45-54_312__rank006__p0.967__239.80-242.60.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-45-54_312__rank009__p0.956__57.20-59.60.wav,cough,round4_review_cough_clean,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-45-49_855__rank004__p0.944__359.10-361.10.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-45-49_855__rank006__p0.928__284.90-286.60.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-45-49_855__rank009__p0.912__230.30-232.00.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-51-50_372__rank005__p0.988__311.90-313.60.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-51-50_372
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-51-50_372__rank017__p0.964__327.00-329.50.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-51-50_372
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-57-50_867__rank001__p0.988__69.20-72.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-57-50_867
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-57-50_867__rank002__p0.967__166.60-169.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-57-50_867
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-57-50_867__rank005__p0.950__119.50-121.60.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-57-50_867
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-57-50_867__rank014__p0.884__166.10-167.70.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_00-57-50_867
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-03-51_362__rank001__p0.998__271.80-274.90.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-03-51_362
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-03-51_362__rank002__p0.994__326.50-329.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-03-51_362
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-03-51_362__rank005__p0.987__347.50-350.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-03-51_362
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-03-51_362__rank006__p0.983__179.40-182.10.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-03-51_362
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-03-51_362__rank011__p0.944__328.00-330.30.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-03-51_362
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-03-51_362__rank013__p0.926__341.90-343.90.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-03-51_362
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-15-52_167__rank003__p0.974__64.70-67.10.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-15-52_167__rank009__p0.963__12.60-15.10.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-15-52_167__rank014__p0.950__260.20-262.70.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-15-52_167__rank019__p0.930__166.40-167.90.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-15-52_167__rank020__p0.926__1.90-3.80.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-15-52_167
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-21-52_571__rank005__p0.938__281.10-282.80.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-21-52_571
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-21-52_571__rank010__p0.914__80.80-82.70.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-21-52_571
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-21-52_571__rank017__p0.874__280.30-281.90.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-21-52_571
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank001__p0.997__235.80-238.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank004__p0.961__299.40-301.50.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank005__p0.960__328.30-330.40.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank007__p0.945__300.70-302.90.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank008__p0.942__267.80-270.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank009__p0.928__350.90-352.60.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank016__p0.843__351.40-353.40.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank019__p0.833__326.10-327.80.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-27-52_851
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-39-53_821__rank001__p0.951__222.10-224.50.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-39-53_821
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank002__p0.977__130.10-132.40.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank005__p0.967__44.40-46.60.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank007__p0.965__177.00-178.90.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank008__p0.961__249.20-251.40.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank012__p0.952__127.30-129.30.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank013__p0.950__96.00-98.30.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank015__p0.939__317.50-319.80.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank017__p0.925__136.80-139.10.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-45-54_312
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank001__p0.992__119.20-121.80.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank002__p0.990__253.00-255.50.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank003__p0.989__36.20-38.50.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank004__p0.986__147.80-150.50.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank005__p0.966__92.00-94.10.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank006__p0.956__322.60-324.90.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank007__p0.931__325.50-327.00.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank008__p0.929__332.80-334.80.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank009__p0.923__151.70-154.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank010__p0.914__195.20-196.80.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank011__p0.904__322.10-323.60.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank012__p0.896__252.20-254.10.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank013__p0.879__196.60-198.20.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank015__p0.862__360.10-361.54.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank017__p0.854__237.40-239.00.wav,other,round4_review_other_clean/equipment,ala_e_2_2020-09-30_01-51-54_564
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank001__p0.984__233.50-236.40.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank002__p0.967__232.70-234.60.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank005__p0.944__74.00-76.00.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank008__p0.916__203.50-205.00.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank010__p0.910__258.10-260.20.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank011__p0.898__225.30-226.80.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank012__p0.896__124.40-126.40.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank013__p0.894__102.80-104.80.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank014__p0.884__156.20-158.40.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank015__p0.883__347.40-349.30.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank016__p0.883__203.80-205.50.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank017__p0.877__80.50-82.30.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank018__p0.875__19.20-21.00.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank019__p0.861__43.50-45.00.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank020__p0.858__211.40-213.00.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-45-49_855
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-51-50_372__rank004__p0.993__98.70-101.50.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-51-50_372
C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-51-50_372__rank016__p0.964__78.00-79.40.wav,other,round4_review_other_clean/fan_noise,ala_e_2_2020-09-30_00-51-50_372
